web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
1578845690-1334,https://www.amazon.com/JKM-LX3-HiSilicon-Fingerprint-Glonass-Warranty/product-reviews/B07JNKYBZ4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,null,https://www.amazon.com/JKM-LX3-HiSilicon-Fingerprint-Glonass-Warranty/product-reviews/B07JNKYBZ4/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews
1578845681-1293,https://www.amazon.com/JKM-LX3-HiSilicon-Fingerprint-Glonass-Warranty/product-reviews/B07JNKYBZ4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Pavle,Check it out if it works with 4G network,"Reviewed in the United States on June 10, 2019","It doesn't work with 4G in Afghanistan and may it won't in most Asian and European countries, I just waste my money for nothing",1,Next page?,https://www.amazon.com/JKM-LX3-HiSilicon-Fingerprint-Glonass-Warranty/product-reviews/B07JNKYBZ4/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
1578845106-465,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,SRUJAN SINGH,Great value for money!!!,"Reviewed in the United States on September 24, 2018",I have been using this product for about 3 months now and I am absolutely impressed by the features it provides at such a low price tag. The sensitivity of the finger touch and the touch screen is great. The display is great and so is the sound output. I don't run many apps or use wi-fi for too long so can't comment about the battery life but anyway I recharge my phone every 2 days. The only glitch which I have come across so far is that sometimes when I switch on the bluetooth the phone hangs (I discovered this accidentally since bluetooth is pretty much obsolete these days). The phone is extremely light and sleek and doesn't seem a burden to carry. If you are looking for a low budget phone with great specs..this might be a compelling option!!,5,Next page?,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
1578845130-566,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Mike De Rosa,As advertised,"Reviewed in the United States on November 11, 2019","The phone was shipped quickly and as described.  A couple months in and I love this phone, especially for the price.  Does everything those $1K phones do for less than half the price.  It's also a smaller phone which I prefer.",5,Next page?,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews
1578845101-444,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Amazing device 4G LTE on MetroPCS,"Reviewed in the United States on May 22, 2018",This phone is amazing. I wanted something that had the look and feel of an apple device but the amazing quality of an Android. I am extremely happy with my purchase. The phone is light weight. The blue backing on the phone is eye catching. Everyone complements the beauty of the device. 4G LTE on my MetroPCS carrier. Would recommend to all.,5,,
1578845113-495,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,cite179,Looks like an iPhone but with the price of an Android,"Reviewed in the United States on June 7, 2018","Aesthetic wise, it is extremely pretty. Performance wise, I thin it's a little bit slower than the Huawei Honor 8 but still quite fast with its 4GB RAM. The screen is much bigger and gives a iPhone X vibe, which is pretty good. In term of the cost, I think it's worth it as it's only $300 and it gives you a very premium feel.",5,Next page?,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews
1578845157-673,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Julián t.,Wrong color,"Reviewed in the United States on October 13, 2018","I choose one color AND recive a different color, bad for that",3,Next page?,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews
1578845123-534,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,GUSTAVO D COLL R,Me quieren cobrar un telef que nunca llego,"Reviewed in the United States on June 3, 2019",No entiendo que ahora me quieran cobrar a mi tarjeta un telef que nunca me llego,1,Next page?,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews
1578845125-541,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,ABDUL ATHIM MOHAMMED,?,"Reviewed in the United States on October 18, 2018",It's a bad problem in a camera,1,Next page?,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews
1578845104-453,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Austin McKnight,Keep up the great work HUAWEI,"Reviewed in the United States on May 17, 2018","Got yesterday, already loving it! Keep up the great work HUAWEI!",5,Next page?,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
1578845106-463,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Christian,The best phone I've owned so far.,"Reviewed in the United States on February 25, 2019","I generally steer away from buying apple, Samsung, or Google products, so one of the major brands I was left with was Huawei. I did a lot of research into which one I should buy and a settled on the p20 lite. Ever since I bought it it has been an absolute pleasure to use. The android skin is one of the best I've used so far, the cameras are amazing, and the speed in most applications is great too. One thing that does happen, however is the phone will freeze. It only happens like once every 2 or 3 months, but still an issue. Also snapchat is terrible on it, but that is no fault of Huawei, it seems to be an optimization issue that only snapchat itself can fix. The only thing I wish they did differently was make the battery more accessible because I might need to replace it in a year or so. Also love the headphone jack!",4,Next page?,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
1578845120-523,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,ShowtheCocoa,Great Buy!!,"Reviewed in the United States on November 2, 2018",Yes buy it because its just like the iPhone and just as good. Quality is amazing and pictures are great and the video is awesome. I am so happy about the price especially,5,Next page?,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews
1578845162-691,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Cammy,I received what I ordered,"Reviewed in the United States on October 31, 2018",It's great so far. Everything showed up in the same condition that was advertised. I'll update this review if I notice any issues,5,Next page?,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews
1578845138-596,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Carmen,Superb,"Reviewed in the United States on November 1, 2018","Operates well, has really good battery life and charges fairly quickly, and you are able to change a lot of the settings to match your preferences which is nice for. Those picky people out there in the world.",5,Next page?,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews
1578845145-626,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Anonymous,Bad battery life,"Reviewed in the United States on November 23, 2018",The battery life is really bad and the face recognition isn't great but every thing else works pretty good. Overall I'd recommend just spending the extra money and getting the mate 20 instead. I wish I did.,4,Next page?,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews
1578845101-442,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,ep2022,Lte works if you do this,"Reviewed in the United States on July 7, 2018",Ok if you get this phone for att or cricket Lte will work if you call them and give them the imei from a att or cricket phone to register for your Sim once you do that it will display 4g+ in status bat that is Lte since this phone was intended for a different country that's just what it says its the same as Lte you can verify this by downloading Lte discovery from play store and when your on 4g+ it will show your on Lte,5,,
1578845160-688,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Marcelo,Excelente producto,"Reviewed in the United States on October 9, 2018",El. Mejor,5,Next page?,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews
1578845135-585,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,samuel pena,No straight talk compatible,"Reviewed in the United States on April 19, 2019",I didn't like the fact the its says u can use on straight talk and this device its not compatible,4,Next page?,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews
1578845153-655,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Rajeev Shukla,Five Stars,"Reviewed in the United States on June 4, 2018","I got this phone today and I love its elegant design, performance, and quality of software..",5,Next page?,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews
1578845142-618,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ashlee Avery,Wonderful phone for the money,"Reviewed in the United States on August 20, 2018",Wonderful phone for the money. Beautifully layed out and looks like the iPhone X. Only negative is the camera quality.,5,Next page?,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews
1578845133-576,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Dmytro_Ivliev,Good,"Reviewed in the United States on January 3, 2019",Good,5,Next page?,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews
1578845135-587,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,juan de gouveia,Muy bien,"Reviewed in the United States on November 12, 2018",Quedó perfecto,5,Next page?,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews
1578845133-577,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Rosybell,Excellent ítem!!,"Reviewed in the United States on November 4, 2018",Everything arrived in excellent conditions. My mophile Phone works perfect. Greetings from Ecuador.,5,Next page?,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews
1578845104-451,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,José Roberto barbosa and Larissa barbosa,It's inexpensive for a great product!,"Reviewed in the United States on September 23, 2018","I'm giving 4 starts to whoever did the poor packing, no bubble wrap, the product came bouncing inside the box. Besides that Huawei P20 won Smartphone of the Year award by EISA, and indeed it's a great phone! I've had the phone for 4 days and it already paid off my investment. I've always had good experiences with Huawei phones. They have unique features, great operation systems and a very great product for its value. It is the best cost/benefit phone in my opinion. If you don't bother playing high demanding games or taking ultra professional pictures, go with P20 Lite instead of the P20 Pro because the Lite version will work as good, fast qnd smooth as the Pro version.",4,Next page?,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
1578845113-491,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,MarQue,NOT WHAT THE DESCRIPTION SAYS,"Reviewed in the United States on November 21, 2018","This was not advertised correctly, took it into the store to get a plan put on it and it’s NOT unlocked. Can’t do anything with it until I figure it who the carrier is because once again it’s NOT UNLOCKED.",1,Next page?,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews
1578845153-650,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ayma,Nice battery life,"Reviewed in the United States on March 8, 2019",Been loving the battery life on it so far. Camera quality is also very nice. Great phone for a reasonable price!,5,Next page?,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews
1578845153-656,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,chavadean,Brand new and working,"Reviewed in the United States on December 21, 2018","It arrived in good condition, gave it as a gift and as far as I know the person hasn’t had any problems",4,Next page?,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews
1578845110-483,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Aaron,... text messaging problems as well as wifi problems just like the honor,"Reviewed in the United States on August 13, 2018",Google maps and text messaging problems as well as wifi problems just like the honor v10,1,Next page?,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews
1578845157-679,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,NAHIDA SAYEGH,Five Stars,"Reviewed in the United States on August 5, 2018",el mejor regalo que le  pude hacer a mi esposo,5,Next page?,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews
1578845108-474,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jesse Bartlett,What to know about the P20 Lite ANE-LX1 and the P20 Lite ANE-LX3,"Reviewed in the United States on January 6, 2019","The P20 Lite is an awesome phone for the price. The camera, battery life and features make it worth the price. Unfortunately, the P20 Lite 64GB (ANE-LX1) will NOT work with AT&T unless you are OK with using less than 4G cell signal. The P20 Lite 32GB  (ANE-LX3) DOES work with AT&T and it works with 4G and 4G+! You have to have less internal storage but you get the RF chip-set that works with AT&T.",5,Next page?,https://www.amazon.com/HUAWEI-Display-Factory-Unlocked-Smartphone/product-reviews/B07CMBB6PH/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
